,Unnamed: 0,Texto del Tweet,Autor,Fecha del Tweet,Favoritos,Retweets,Texto limpiado,POS tagged,SWN analysis
377,377,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",axeff1,Fri Jun 17 07:23:26 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
378,378,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",RainbowChazer,Fri Jun 17 07:07:09 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
379,379,"Look at these glasses. The tiny black dots that you see on the lenses are not dirt, but very small eye-tracking cameras. Read about them in this post of mine!

https://t.co/HRqkabX2dy

#AugmentedReality #VirtualReality #hardware #VR",VRKingxyz,Fri Jun 17 06:59:06 +0000 2022,0,6,Look these glasses tiny black dots you see the lenses not dirt very small eye tracking cameras Read them this post mine AugmentedReality VirtualReality hardware VR,"[('Look', 'v'), ('glasses', 'n'), ('tiny', 'v'), ('black', 'a'), ('dots', 'n'), ('see', 'v'), ('lenses', 'n'), ('dirt', 'v'), ('small', 'a'), ('eye', 'n'), ('tracking', 'v'), ('cameras', 'n'), ('Read', 'n'), ('post', 'n'), ('mine', 'n'), ('AugmentedReality', 'n'), ('VirtualReality', 'n'), ('hardware', 'n'), ('VR', 'n')]",Negative
380,380,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",DatDerpo3o,Fri Jun 17 06:45:16 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
381,381,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",VanBaler,Fri Jun 17 06:42:07 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
382,382,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",LucasFrechoso,Fri Jun 17 06:25:12 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
383,383,"Probsol Technology is a one-stop destination for all of your software development requirements.
#software #technology #programming #tech #business #developer #coding #programmer #hardware #softwaredeveloper #tecnologia #javascript #computer #java #python #code #erp #crm https://t.co/ZiesB88tW6",LeetcodeB,Fri Jun 17 06:21:01 +0000 2022,0,4,Probsol Technology a one stop destination all your software development requirements software technology programming tech business developer coding programmer hardware softwaredeveloper tecnologia javascript computer java python code erp crm ,"[('Probsol', 'n'), ('Technology', 'n'), ('one', None), ('stop', 'n'), ('destination', 'n'), ('software', 'n'), ('development', 'n'), ('requirements', 'n'), ('software', 'n'), ('technology', 'n'), ('programming', 'v'), ('tech', 'n'), ('business', 'n'), ('developer', 'n'), ('coding', 'v'), ('programmer', 'n'), ('hardware', 'n'), ('softwaredeveloper', 'a'), ('tecnologia', 'n'), ('javascript', 'n'), ('computer', 'n'), ('java', 'n'), ('python', 'n'), ('code', 'n'), ('erp', 'n'), ('crm', 'n')]",Positive
384,384,"Probsol Technology is a one-stop destination for all of your software development requirements.
#software #technology #programming #tech #business #developer #coding #programmer #hardware #softwaredeveloper #tecnologia #javascript #computer #java #python #code #erp #crm https://t.co/ZiesB88tW6",JavaGeekBot,Fri Jun 17 06:20:02 +0000 2022,0,4,Probsol Technology a one stop destination all your software development requirements software technology programming tech business developer coding programmer hardware softwaredeveloper tecnologia javascript computer java python code erp crm ,"[('Probsol', 'n'), ('Technology', 'n'), ('one', None), ('stop', 'n'), ('destination', 'n'), ('software', 'n'), ('development', 'n'), ('requirements', 'n'), ('software', 'n'), ('technology', 'n'), ('programming', 'v'), ('tech', 'n'), ('business', 'n'), ('developer', 'n'), ('coding', 'v'), ('programmer', 'n'), ('hardware', 'n'), ('softwaredeveloper', 'a'), ('tecnologia', 'n'), ('javascript', 'n'), ('computer', 'n'), ('java', 'n'), ('python', 'n'), ('code', 'n'), ('erp', 'n'), ('crm', 'n')]",Positive
385,385,"INGKE RSHL 5/S 5.5 #M12 Circular Connectors 5 Contact Screw IP67 Receptacle Male Pins

Contact me: emma.ingke@gmail.com
Learn more: https://t.co/B9sZgFgL54
#hardware #hardwareengineer #industrial #machinery #automatic #smarthome #PCB #IOT #robot #mechanical https://t.co/wsfJGqvphS",iotworlds,Fri Jun 17 06:07:43 +0000 2022,0,1,INGKE RSHL M Circular Connectors Contact Screw IP Receptacle Male Pins Contact emma ingke com Learn hardware hardwareengineer industrial machinery automatic smarthome PCB IOT robot mechanical ,"[('INGKE', 'n'), ('RSHL', 'n'), ('Circular', 'n'), ('Connectors', 'n'), ('Contact', 'n'), ('Screw', 'n'), ('IP', 'n'), ('Receptacle', 'n'), ('Male', 'n'), ('Pins', 'n'), ('Contact', 'n'), ('emma', 'n'), ('ingke', 'n'), ('com', 'n'), ('Learn', 'n'), ('hardware', 'n'), ('hardwareengineer', 'n'), ('industrial', 'a'), ('machinery', 'n'), ('automatic', 'a'), ('smarthome', 'n'), ('PCB', 'n'), ('IOT', 'n'), ('robot', 'v'), ('mechanical', 'a')]",Positive
386,386,Achieve glory in every adventure with the power of #KingstonFURY Beast #DDR5. \nUpgrade your PC today🚨\nAmazing Offer Get A Free Furry Bottle Today\nBuy #KingstonFURY Products :https://t.co/2Cs6yPE03G\n#KingstonIsWithYou #SSD #DDR5   #gaming #hardware  #YajathServices https://t.co/43YYf8yFPz,ReGamertron,Fri Jun 17 05:09:07 +0000 2022,0,1,Achieve glory every adventure the power KingstonFURY Beast DDR nUpgrade PC today nAmazing Offer Get Free Furry Bottle Today nBuy KingstonFURY Products SSD DDR gaming hardware YajathServices ,"[('Achieve', 'n'), ('glory', 'n'), ('every', None), ('adventure', 'n'), ('power', 'n'), ('KingstonFURY', 'n'), ('Beast', 'n'), ('DDR', 'n'), ('nUpgrade', 'v'), ('PC', 'n'), ('today', 'n'), ('nAmazing', 'v'), ('Offer', 'n'), ('Get', 'n'), ('Free', 'n'), ('Furry', 'n'), ('Bottle', 'n'), ('Today', 'n'), ('nBuy', 'a'), ('KingstonFURY', 'n'), ('Products', 'n'), ('SSD', 'n'), ('DDR', 'n'), ('gaming', 'v'), ('hardware', 'n'), ('YajathServices', 'n')]",Positive
387,387,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",InsideTheFro,Fri Jun 17 04:54:55 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
388,388,"BRIGHT BEAUTIFUL BUILD😍 SAPPHIRE NITRO+ AMD Radeon RX 6700XT
📸: oldmangrimm
.
.
#SAPPHIRE #NITRO #RX6700XT #gamingsetup #battlestation #graphicscard #GPU #SAPPHIREnation #SAPPHIRETech #AMD #Radeon #hardware #gamingcommunity https://t.co/ft66TTGqDT",tarowsenbae,Fri Jun 17 04:50:01 +0000 2022,0,11,BRIGHT BEAUTIFUL BUILD SAPPHIRE NITRO AMD Radeon RX XT oldmangrimm SAPPHIRE NITRO RX XT gamingsetup battlestation graphicscard GPU SAPPHIREnation SAPPHIRETech AMD Radeon hardware gamingcommunity ,"[('BRIGHT', 'n'), ('BEAUTIFUL', 'n'), ('BUILD', 'n'), ('SAPPHIRE', 'n'), ('NITRO', 'n'), ('AMD', 'n'), ('Radeon', 'n'), ('RX', 'n'), ('XT', 'n'), ('oldmangrimm', None), ('SAPPHIRE', 'n'), ('NITRO', 'n'), ('RX', 'n'), ('XT', 'n'), ('gamingsetup', 'n'), ('battlestation', 'n'), ('graphicscard', 'n'), ('GPU', 'n'), ('SAPPHIREnation', 'n'), ('SAPPHIRETech', 'n'), ('AMD', 'n'), ('Radeon', 'n'), ('hardware', 'n'), ('gamingcommunity', 'n')]",Positive
389,389,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",Shorttics,Fri Jun 17 04:46:16 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
390,390,"Different Types Of Network Security Devices And Tools
#Network #Security #device #tools #business #threats #intrusion #company #Data #Software #hardware @TycoonStoryCo @tycoonstory2020 
https://t.co/k8U7O5DfwJ https://t.co/nSrccpTlAX",karishma1809,Fri Jun 17 04:44:00 +0000 2022,0,6,Different Types Network Security Devices Tools Network Security device tools business threats intrusion company Data Software hardware ,"[('Different', 'n'), ('Types', 'n'), ('Network', 'n'), ('Security', 'n'), ('Devices', 'n'), ('Tools', 'n'), ('Network', 'n'), ('Security', 'n'), ('device', 'n'), ('tools', 'n'), ('business', 'n'), ('threats', 'n'), ('intrusion', 'v'), ('company', 'n'), ('Data', 'n'), ('Software', 'n'), ('hardware', 'n')]",Positive
391,391,"9 Ways To Earn In Crypto Without Crypto
https://t.co/WvGhcGnc7X
#legalservice #Getajob #Accounting #Cryptothreapy#mining #maintainceofmining #harnesingenergy #Hardware #GPUservice #hardwarewallet #crypto #cryptocurrencynews... https://t.co/ByMRWY0GqV",tarunchauhan37,Fri Jun 17 04:40:59 +0000 2022,0,2, Ways Earn Crypto Without Crypto legalservice Getajob Accounting Cryptothreapymining maintainceofmining harnesingenergy Hardware GPUservice hardwarewallet crypto cryptocurrencynews ,"[('Ways', 'n'), ('Earn', 'n'), ('Crypto', 'n'), ('Without', 'n'), ('Crypto', 'n'), ('legalservice', 'n'), ('Getajob', 'n'), ('Accounting', 'n'), ('Cryptothreapymining', 'n'), ('maintainceofmining', 'v'), ('harnesingenergy', 'n'), ('Hardware', 'n'), ('GPUservice', 'n'), ('hardwarewallet', 'n'), ('crypto', 'n'), ('cryptocurrencynews', 'n')]",Neutral
392,392,"9 Ways To Earn In Crypto Without Crypto
https://t.co/WvGhcGnc7X
#legalservice #Getajob #Accounting #Cryptothreapy#mining #maintainceofmining #harnesingenergy #Hardware #GPUservice #hardwarewallet #crypto #cryptocurrencynews... https://t.co/joaRc7qBHf",tarunchauhan37,Fri Jun 17 04:40:56 +0000 2022,0,2, Ways Earn Crypto Without Crypto legalservice Getajob Accounting Cryptothreapymining maintainceofmining harnesingenergy Hardware GPUservice hardwarewallet crypto cryptocurrencynews ,"[('Ways', 'n'), ('Earn', 'n'), ('Crypto', 'n'), ('Without', 'n'), ('Crypto', 'n'), ('legalservice', 'n'), ('Getajob', 'n'), ('Accounting', 'n'), ('Cryptothreapymining', 'n'), ('maintainceofmining', 'v'), ('harnesingenergy', 'n'), ('Hardware', 'n'), ('GPUservice', 'n'), ('hardwarewallet', 'n'), ('crypto', 'n'), ('cryptocurrencynews', 'n')]",Neutral
393,393,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",rifBarbiture,Fri Jun 17 04:37:07 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
394,394,"BRIGHT BEAUTIFUL BUILD😍 SAPPHIRE NITRO+ AMD Radeon RX 6700XT
📸: oldmangrimm
.
.
#SAPPHIRE #NITRO #RX6700XT #gamingsetup #battlestation #graphicscard #GPU #SAPPHIREnation #SAPPHIRETech #AMD #Radeon #hardware #gamingcommunity https://t.co/ft66TTGqDT",OCTower3D_com,Fri Jun 17 04:30:35 +0000 2022,0,11,BRIGHT BEAUTIFUL BUILD SAPPHIRE NITRO AMD Radeon RX XT oldmangrimm SAPPHIRE NITRO RX XT gamingsetup battlestation graphicscard GPU SAPPHIREnation SAPPHIRETech AMD Radeon hardware gamingcommunity ,"[('BRIGHT', 'n'), ('BEAUTIFUL', 'n'), ('BUILD', 'n'), ('SAPPHIRE', 'n'), ('NITRO', 'n'), ('AMD', 'n'), ('Radeon', 'n'), ('RX', 'n'), ('XT', 'n'), ('oldmangrimm', None), ('SAPPHIRE', 'n'), ('NITRO', 'n'), ('RX', 'n'), ('XT', 'n'), ('gamingsetup', 'n'), ('battlestation', 'n'), ('graphicscard', 'n'), ('GPU', 'n'), ('SAPPHIREnation', 'n'), ('SAPPHIRETech', 'n'), ('AMD', 'n'), ('Radeon', 'n'), ('hardware', 'n'), ('gamingcommunity', 'n')]",Positive
395,395,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",scottmonaghan,Fri Jun 17 04:26:40 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
396,396,"Try using #Arduino to help build your electronic projects. A simple and easy-to-use #opensource platform giving users the freedom to interact with the #hardware and #software with the use of a microcontroller chip.

#electronics #engineering #technology #programming https://t.co/yenpUZSPCX",opensource_orgs,Fri Jun 17 04:21:15 +0000 2022,0,1,Try using Arduino help build electronic projects simple easy use opensource platform giving users freedom interact the hardware software the use a microcontroller chip electronics engineering technology programming ,"[('Try', 'v'), ('using', 'v'), ('Arduino', 'n'), ('help', 'n'), ('build', 'v'), ('electronic', 'a'), ('projects', 'n'), ('simple', 'a'), ('easy', 'a'), ('use', 'n'), ('opensource', 'n'), ('platform', 'n'), ('giving', 'v'), ('users', 'n'), ('freedom', 'r'), ('interact', 'v'), ('hardware', 'n'), ('software', 'n'), ('use', 'n'), ('microcontroller', 'n'), ('chip', 'n'), ('electronics', 'n'), ('engineering', 'n'), ('technology', 'n'), ('programming', 'n')]",Positive
397,397,"#CISCO #MERAKI #CLOUD MANAGED MS350-48LP - SWITCH - 48 PORTS - MANAGED - RACK-MOUNTABLE ($12,795.99)

Shop Link: https://t.co/O6v21T74CB

#CloudComputing #Reseller #Enterprise #Tech #Technology #Switch #Hardware #DataCenter #Facebook #Marketplace #Ecommerce #ShopOnline #Miami https://t.co/Hsnhqgb8YP",techie_wiz,Fri Jun 17 04:18:49 +0000 2022,0,1,CISCO MERAKI CLOUD MANAGED MS LP SWITCH PORTS MANAGED RACK MOUNTABLE Shop Link CloudComputing Reseller Enterprise Tech Technology Switch Hardware DataCenter Facebook Marketplace Ecommerce ShopOnline Miami ,"[('CISCO', 'n'), ('MERAKI', 'n'), ('CLOUD', 'n'), ('MANAGED', 'n'), ('MS', 'n'), ('LP', 'n'), ('SWITCH', 'n'), ('PORTS', 'n'), ('MANAGED', 'n'), ('RACK', 'n'), ('MOUNTABLE', 'n'), ('Shop', 'n'), ('Link', 'n'), ('CloudComputing', 'n'), ('Reseller', 'n'), ('Enterprise', 'n'), ('Tech', 'n'), ('Technology', 'n'), ('Switch', 'n'), ('Hardware', 'n'), ('DataCenter', 'n'), ('Facebook', 'n'), ('Marketplace', 'n'), ('Ecommerce', 'n'), ('ShopOnline', 'n'), ('Miami', 'n')]",Neutral
398,398,"What is a digital wallet, and why is it important for you to store your digital assets here, rather than on an exchange? Find out here: https://t.co/gkyVpwalB0

#BTC #eth #hardware #hardwallet https://t.co/KemK1o0yps",altahiernour,Fri Jun 17 04:16:35 +0000 2022,0,4,digital wallet why is it important you store digital assets rather on exchange Find here BTC eth hardware hardwallet ,"[('digital', 'a'), ('wallet', 'n'), ('important', 'a'), ('store', 'v'), ('digital', 'a'), ('assets', 'n'), ('rather', 'r'), ('exchange', 'n'), ('Find', 'n'), ('BTC', 'n'), ('eth', None), ('hardware', 'n'), ('hardwallet', 'n')]",Positive
399,399,"Membrane Solutions offers Filtration Hardware (Funnel and Base) which available in both Glass and 304L Stainless Steel. These standard funnels could avoid contamination of sample or filtrate.
https://t.co/2W8pkA4JFj

#funnel #base #filtration #hardware #lab https://t.co/bzXG1cflL2",Eric98122385,Fri Jun 17 04:15:41 +0000 2022,0,1,Membrane Solutions offers Filtration Hardware Funnel Base available both Glass L Stainless Steel standard funnels could avoid contamination sample filtrate funnel base filtration hardware lab ,"[('Membrane', 'n'), ('Solutions', 'n'), ('offers', 'v'), ('Filtration', 'n'), ('Hardware', 'n'), ('Funnel', 'n'), ('Base', 'n'), ('available', 'a'), ('Glass', 'n'), ('L', 'n'), ('Stainless', 'n'), ('Steel', 'n'), ('standard', 'n'), ('funnels', 'n'), ('could', None), ('avoid', 'v'), ('contamination', 'n'), ('sample', 'n'), ('filtrate', 'v'), ('funnel', 'n'), ('base', 'n'), ('filtration', 'n'), ('hardware', 'n'), ('lab', 'n')]",Positive
400,400,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",2drewand,Fri Jun 17 04:11:24 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
401,401,"Different Types Of Network Security Devices And Tools
#Network #Security #device #tools #business #threats #intrusion #company #Data #Software #hardware @TycoonStoryCo @tycoonstory2020 
https://t.co/k8U7O5DfwJ https://t.co/nSrccpTlAX",syedRes78322802,Fri Jun 17 03:47:39 +0000 2022,0,6,Different Types Network Security Devices Tools Network Security device tools business threats intrusion company Data Software hardware ,"[('Different', 'n'), ('Types', 'n'), ('Network', 'n'), ('Security', 'n'), ('Devices', 'n'), ('Tools', 'n'), ('Network', 'n'), ('Security', 'n'), ('device', 'n'), ('tools', 'n'), ('business', 'n'), ('threats', 'n'), ('intrusion', 'v'), ('company', 'n'), ('Data', 'n'), ('Software', 'n'), ('hardware', 'n')]",Positive
402,402,"Excited to share my first foray into music-making hardware! The Abacuysnth is designed to be easy and fun to play regardless of musical background -- it's a physical implementation of some ideas I've been experimenting with in software.

#synth #synthesizer #hardware #music #dsp https://t.co/OSWujU5zt3",CuixBoBuix,Fri Jun 17 03:43:13 +0000 2022,0,2769,Excited share first foray music making hardware Abacuysnth designed be easy fun play regardless musical background s physical implementation some ideas ve experimenting in software synth synthesizer hardware music dsp ,"[('Excited', 'n'), ('share', 'n'), ('first', 'a'), ('foray', 'n'), ('music', 'n'), ('making', 'v'), ('hardware', 'a'), ('Abacuysnth', 'n'), ('designed', 'v'), ('easy', 'a'), ('fun', 'a'), ('play', 'n'), ('regardless', 'r'), ('musical', 'a'), ('background', 'n'), ('physical', 'a'), ('implementation', 'n'), ('ideas', 'n'), ('experimenting', 'v'), ('software', 'n'), ('synth', 'a'), ('synthesizer', 'n'), ('hardware', 'n'), ('music', 'n'), ('dsp', 'n')]",Positive
403,403,"Different Types Of Network Security Devices And Tools
#Network #Security #device #tools #business #threats #intrusion #company #Data #Software #hardware @TycoonStoryCo @tycoonstory2020 
https://t.co/k8U7O5DfwJ https://t.co/nSrccpTlAX",venkatakeerthi8,Fri Jun 17 03:39:36 +0000 2022,0,6,Different Types Network Security Devices Tools Network Security device tools business threats intrusion company Data Software hardware ,"[('Different', 'n'), ('Types', 'n'), ('Network', 'n'), ('Security', 'n'), ('Devices', 'n'), ('Tools', 'n'), ('Network', 'n'), ('Security', 'n'), ('device', 'n'), ('tools', 'n'), ('business', 'n'), ('threats', 'n'), ('intrusion', 'v'), ('company', 'n'), ('Data', 'n'), ('Software', 'n'), ('hardware', 'n')]",Positive
404,404,"BRIGHT BEAUTIFUL BUILD😍 SAPPHIRE NITRO+ AMD Radeon RX 6700XT
📸: oldmangrimm
.
.
#SAPPHIRE #NITRO #RX6700XT #gamingsetup #battlestation #graphicscard #GPU #SAPPHIREnation #SAPPHIRETech #AMD #Radeon #hardware #gamingcommunity https://t.co/ft66TTGqDT",NenaNonaka,Fri Jun 17 03:29:28 +0000 2022,0,11,BRIGHT BEAUTIFUL BUILD SAPPHIRE NITRO AMD Radeon RX XT oldmangrimm SAPPHIRE NITRO RX XT gamingsetup battlestation graphicscard GPU SAPPHIREnation SAPPHIRETech AMD Radeon hardware gamingcommunity ,"[('BRIGHT', 'n'), ('BEAUTIFUL', 'n'), ('BUILD', 'n'), ('SAPPHIRE', 'n'), ('NITRO', 'n'), ('AMD', 'n'), ('Radeon', 'n'), ('RX', 'n'), ('XT', 'n'), ('oldmangrimm', None), ('SAPPHIRE', 'n'), ('NITRO', 'n'), ('RX', 'n'), ('XT', 'n'), ('gamingsetup', 'n'), ('battlestation', 'n'), ('graphicscard', 'n'), ('GPU', 'n'), ('SAPPHIREnation', 'n'), ('SAPPHIRETech', 'n'), ('AMD', 'n'), ('Radeon', 'n'), ('hardware', 'n'), ('gamingcommunity', 'n')]",Positive
405,405,PS5's Rumoured Pro Controller Could Have a Sturdy Solution to Stick Drift https://t.co/v3PVKVFNW8 #Repost #Sony #PS5 #Hardware https://t.co/22qhmEqs3D,CeeWonX,Fri Jun 17 03:20:50 +0000 2022,0,3,PS Rumoured Pro Controller Could a Sturdy Solution Stick Drift Repost Sony PS Hardware ,"[('PS', 'n'), ('Rumoured', 'n'), ('Pro', 'n'), ('Controller', 'n'), ('Could', 'n'), ('Sturdy', 'n'), ('Solution', 'n'), ('Stick', 'n'), ('Drift', 'n'), ('Repost', 'n'), ('Sony', 'n'), ('PS', 'n'), ('Hardware', 'n')]",Neutral
